pathwayID,entityToCount
R-HSA-140875,reactome:Complex4189
R-HSA-140875,reactome:Protein11699
R-HSA-140875,reactome:Protein11700
R-HSA-140875,reactome:Protein11278
R-HSA-140875,reactome:Complex4202
R-HSA-140875,reactome:Protein11713
R-HSA-140875,reactome:Protein11726
R-HSA-140875,reactome:Protein11727
R-HSA-140875,reactome:Complex4208
R-HSA-140875,reactome:Protein11707
R-HSA-140875,reactome:Protein11696
R-HSA-140875,reactome:Protein11697
R-HSA-140875,reactome:Protein11718
R-HSA-140875,reactome:Protein11498
R-HSA-140875,reactome:Protein11499
R-HSA-140875,reactome:Protein11672
R-HSA-140875,reactome:Protein11721
R-HSA-9612973,reactome:Complex16756
R-HSA-9612973,reactome:Protein4497
R-HSA-9612973,reactome:PhysicalEntity2083
R-HSA-9612973,reactome:SmallMolecule5180
R-HSA-9612973,reactome:Complex16778
R-HSA-9612973,reactome:Protein32425
R-HSA-9612973,reactome:PhysicalEntity2091
R-HSA-9612973,reactome:SmallMolecule5181
R-HSA-9612973,reactome:PhysicalEntity968
R-HSA-9612973,reactome:Protein13336
R-HSA-9612973,reactome:Protein13330
R-HSA-9612973,reactome:Protein13335
R-HSA-9612973,reactome:Protein32426
R-HSA-9612973,reactome:Protein32432
R-HSA-9612973,reactome:Protein32431
R-HSA-9612973,reactome:Protein32429
R-HSA-9612973,reactome:Protein32430
R-HSA-9612973,
R-HSA-9612973,reactome:SmallMolecule535
R-HSA-9612973,reactome:Protein32396
R-HSA-9612973,reactome:Protein32363
R-HSA-9612973,reactome:Complex16758
R-HSA-9612973,reactome:Protein32364
R-HSA-9612973,reactome:Complex16775
R-HSA-9612973,reactome:Protein7310
R-HSA-9612973,reactome:Complex16760
R-HSA-9612973,reactome:PhysicalEntity2084
R-HSA-9612973,reactome:Protein32367
R-HSA-9612973,reactome:Protein32368
R-HSA-9612973,reactome:Complex16763
R-HSA-9612973,reactome:PhysicalEntity2085
R-HSA-9612973,reactome:PhysicalEntity2089
R-HSA-9612973,reactome:Complex16768
R-HSA-9612973,reactome:Protein32397
R-HSA-9612973,reactome:PhysicalEntity2086
R-HSA-9612973,reactome:SmallMolecule5177
R-HSA-9612973,reactome:Protein32239
R-HSA-9612973,reactome:Protein27376
R-HSA-9612973,reactome:Complex16685
R-HSA-9612973,reactome:Protein24933
R-HSA-9612973,reactome:Complex16688
R-HSA-9612973,reactome:Protein32225
R-HSA-9612973,reactome:Protein32222
R-HSA-9612973,reactome:SmallMolecule5176
R-HSA-9612973,reactome:Protein32229
R-HSA-9612973,reactome:Complex16694
R-HSA-9612973,reactome:Protein32228
R-HSA-9612973,reactome:Complex16697
R-HSA-9612973,reactome:Complex16695
R-HSA-9612973,reactome:Complex16672
R-HSA-9612973,reactome:Protein32199
R-HSA-9612973,reactome:Protein32200
R-HSA-9612973,reactome:Protein32201
R-HSA-9612973,reactome:Protein13470
R-HSA-9612973,reactome:Complex8268
R-HSA-9612973,reactome:SmallMolecule848
R-HSA-9612973,reactome:Complex8267
R-HSA-9612973,reactome:Protein13384
R-HSA-9612973,reactome:Protein13386
R-HSA-9612973,reactome:Protein17194
R-HSA-9612973,reactome:Complex16674
R-HSA-9612973,reactome:Protein32206
R-HSA-9612973,reactome:Protein32205
R-HSA-9612973,reactome:Protein32268
R-HSA-9612973,reactome:SmallMolecule5178
R-HSA-9612973,reactome:Protein24438
R-HSA-9612973,reactome:Protein9381
R-HSA-9612973,reactome:Protein2512
R-HSA-9612973,reactome:Protein2513
R-HSA-9612973,reactome:Protein13348
R-HSA-9612973,reactome:Protein13344
R-HSA-9612973,reactome:Protein13352
R-HSA-9612973,reactome:Protein13351
R-HSA-9612973,reactome:Protein13349
R-HSA-9612973,reactome:Protein32214
R-HSA-9612973,reactome:Protein24713
R-HSA-9612973,reactome:Protein32215
R-HSA-9612973,reactome:Protein32202
R-HSA-9612973,reactome:Protein17262
R-HSA-9612973,reactome:Complex7889
R-HSA-9612973,reactome:Complex7890
R-HSA-9612973,reactome:Complex7891
R-HSA-9612973,reactome:Complex4861
R-HSA-9612973,reactome:Complex4862
R-HSA-9612973,reactome:Complex4853
R-HSA-9612973,reactome:Complex4844
R-HSA-9612973,reactome:Protein12585
R-HSA-9612973,reactome:Protein12586
R-HSA-9612973,reactome:Protein12583
R-HSA-9612973,reactome:Protein12584
R-HSA-9612973,reactome:Protein12582
R-HSA-9612973,reactome:Protein12594
R-HSA-9612973,reactome:Complex4865
R-HSA-9612973,reactome:Protein12596
R-HSA-9612973,reactome:Protein12597
R-HSA-9612973,reactome:Protein12598
R-HSA-9612973,reactome:Complex4867
R-HSA-9612973,reactome:Protein12599
R-HSA-9612973,reactome:Complex7888
R-HSA-9612973,reactome:Complex16659
R-HSA-9612973,reactome:Protein32226
R-HSA-9612973,reactome:Complex16687
R-HSA-9612973,reactome:Complex16681
R-HSA-9612973,reactome:Protein32212
R-HSA-9612973,reactome:Protein32211
R-HSA-9612973,reactome:Protein32210
R-HSA-9612973,reactome:Protein32213
R-HSA-9612973,reactome:Complex16662
R-HSA-9612973,reactome:Protein32207
R-HSA-9612973,reactome:Protein8230
R-HSA-9612973,reactome:Complex16691
R-HSA-9612973,reactome:Protein32227
R-HSA-9612973,reactome:Protein27375
R-HSA-9612973,reactome:Complex16664
R-HSA-9612973,reactome:Complex16665
R-HSA-9612973,reactome:Complex8262
R-HSA-9612973,reactome:Protein17177
R-HSA-9612973,reactome:Protein32260
R-HSA-9612973,reactome:Protein32208
R-HSA-9612973,reactome:Complex16676
R-HSA-9612973,reactome:Complex16675
R-HSA-9612973,reactome:Protein32220
R-HSA-9612973,reactome:SmallMolecule5175
R-HSA-9612973,reactome:Complex16670
R-HSA-9612973,reactome:Protein32204
R-HSA-9612973,reactome:Complex16679
R-HSA-9612973,reactome:Protein32209
R-HSA-9612973,reactome:Protein32251
R-HSA-9612973,reactome:Protein32259
R-HSA-9612973,reactome:Complex8253
R-HSA-9612973,reactome:SmallMolecule604
R-HSA-9612973,reactome:Protein13522
R-HSA-9612973,reactome:Protein17197
R-HSA-9612973,reactome:Protein2441
R-HSA-9612973,reactome:Complex766
R-HSA-9612973,reactome:Protein32310
R-HSA-9612973,reactome:Protein32311
R-HSA-9612973,reactome:Protein32318
R-HSA-9612973,reactome:Protein32309
R-HSA-9612973,reactome:Complex16711
R-HSA-9612973,reactome:Complex16718
R-HSA-9612973,reactome:Protein32285
R-HSA-9612973,reactome:Protein9541
R-HSA-9612973,reactome:Protein32293
R-HSA-9612973,reactome:Protein32276
R-HSA-9612973,reactome:Protein66
R-HSA-9612973,reactome:PhysicalEntity2075
R-HSA-9612973,reactome:Protein32294
R-HSA-9612973,reactome:Protein17224
R-HSA-9612973,reactome:Protein17261
R-HSA-9612973,reactome:Protein17227
R-HSA-9612973,reactome:Protein32312
R-HSA-9612973,reactome:Complex16709
R-HSA-9612973,reactome:Protein32302
R-HSA-9612973,reactome:Protein10189
R-HSA-9612973,reactome:Complex16710
R-HSA-9612973,reactome:Protein13657
R-HSA-9612973,reactome:Protein13659
R-HSA-9612973,reactome:Protein13656
R-HSA-9612973,reactome:Protein9433
R-HSA-9612973,reactome:Protein13658
R-HSA-9612973,reactome:Protein13655
R-HSA-9612973,reactome:Protein9428
R-HSA-9612973,reactome:Complex16715
R-HSA-9612973,reactome:Protein12442
R-HSA-9612973,reactome:Protein32217
R-HSA-9612973,reactome:PhysicalEntity2080
R-HSA-9612973,reactome:Protein12150
R-HSA-9612973,reactome:Complex3095
R-HSA-9612973,reactome:Protein8233
R-HSA-9612973,reactome:Protein8227
R-HSA-9612973,reactome:Protein8224
R-HSA-9612973,reactome:Complex16730
R-HSA-9612973,reactome:Complex3094
R-HSA-9612973,reactome:Protein24675
R-HSA-9612973,reactome:Protein9673
R-HSA-9612973,reactome:Complex10951
R-HSA-9612973,reactome:Complex16721
R-HSA-9612973,reactome:Complex16720
R-HSA-9612973,reactome:PhysicalEntity2078
R-HSA-9612973,reactome:Complex16724
R-HSA-9612973,reactome:PhysicalEntity2079
R-HSA-9612973,reactome:Complex16727
R-HSA-9612973,reactome:Protein56
R-HSA-9612973,reactome:Complex16728
R-HSA-9612973,reactome:Complex4399
R-HSA-9612973,reactome:Protein3003
R-HSA-9612973,reactome:Protein12149
R-HSA-9612973,reactome:Complex16733
R-HSA-9612973,reactome:Complex16734
R-HSA-9612973,reactome:Complex16735
R-HSA-9612973,reactome:Complex3096
R-HSA-9612973,reactome:PhysicalEntity777
R-HSA-9612973,reactome:PhysicalEntity2081
R-HSA-9612973,reactome:PhysicalEntity2082
R-HSA-9612973,reactome:Complex16731
R-HSA-9612973,reactome:Protein32345
R-HSA-9612973,reactome:Protein32347
R-HSA-9612973,reactome:Protein32350
R-HSA-9612973,reactome:Protein17193
R-HSA-9612973,reactome:Complex16741
R-HSA-9612973,reactome:Complex16738
R-HSA-9612973,reactome:Protein2245
R-HSA-9612973,reactome:Complex5272
R-HSA-9612973,reactome:Protein32356
R-HSA-9612973,reactome:Complex16749
R-HSA-9612973,reactome:Protein32358
R-HSA-9612973,reactome:Complex16748
R-HSA-9612973,reactome:Complex16744
R-HSA-9612973,reactome:Protein32355
R-HSA-9612973,reactome:Complex16747
R-HSA-9612973,reactome:Protein32357
R-HSA-9612973,reactome:Complex16751
R-HSA-9612973,reactome:Protein32361
R-HSA-9612973,reactome:Complex16754
R-HSA-9612973,reactome:Protein32359
R-HSA-9612973,reactome:Protein32353
R-HSA-9612973,reactome:Protein32354
R-HSA-9612973,reactome:Protein32230
R-HSA-5467337,
R-HSA-5467337,reactome:Protein1068
R-HSA-5467337,reactome:Protein1064
R-HSA-5467337,reactome:Protein11237
R-HSA-1500931,
R-HSA-1500931,reactome:Protein11133
R-HSA-1500931,reactome:Protein11140
R-HSA-1500931,reactome:Protein11142
R-HSA-1500931,reactome:Protein11132
R-HSA-1500931,reactome:Protein11141
R-HSA-1500931,reactome:Protein11136
R-HSA-1500931,reactome:Protein11139
R-HSA-1500931,reactome:Protein6537
R-HSA-1500931,reactome:Protein11134
R-HSA-1500931,reactome:Protein11131
R-HSA-1500931,reactome:Protein11138
R-HSA-1500931,reactome:PhysicalEntity893
R-HSA-1500931,reactome:Protein11145
R-HSA-1500931,reactome:Protein11143
R-HSA-1500931,reactome:Protein11148
R-HSA-1500931,reactome:Protein6447
R-HSA-1500931,reactome:Protein11144
R-HSA-1500931,reactome:Protein11149
R-HSA-1500931,reactome:Complex3927
R-HSA-1500931,reactome:Complex2377
R-HSA-1500931,reactome:Protein6406
R-HSA-1500931,reactome:Protein6405
R-HSA-1500931,reactome:Protein6404
R-HSA-1500931,reactome:Complex3925
R-HSA-1500931,reactome:Protein6430
R-HSA-1500931,reactome:Complex2396
R-HSA-1500931,reactome:Protein6427
R-HSA-1500931,reactome:Protein6428
R-HSA-1500931,reactome:Protein6009
R-HSA-1500931,reactome:Protein11151
R-HSA-1500931,reactome:Complex3928
R-HSA-1500931,reactome:Complex3929
R-HSA-1500931,reactome:PhysicalEntity897
R-HSA-1500931,reactome:Protein11129
R-HSA-1500931,reactome:Protein11130
R-HSA-1500931,reactome:Protein10934
R-HSA-1500931,reactome:Protein10910
R-HSA-1500931,reactome:Complex3727
R-HSA-1500931,reactome:Complex3728
R-HSA-1500931,reactome:Complex3726
R-HSA-1500931,reactome:Complex3725
R-HSA-1500931,reactome:Protein10936
R-HSA-1500931,reactome:Protein10940
R-HSA-1500931,reactome:Protein10935
R-HSA-1500931,reactome:Complex3730
R-HSA-1500931,reactome:Complex3731
R-HSA-1500931,reactome:Protein10939
R-HSA-1500931,reactome:Protein10942
R-HSA-1500931,reactome:Protein10937
R-HSA-1500931,reactome:Complex3733
R-HSA-1500931,reactome:Protein10938
R-HSA-1500931,reactome:Complex3735
R-HSA-1500931,reactome:Protein10927
R-HSA-1500931,reactome:Protein10931
R-HSA-1500931,reactome:PhysicalEntity892
R-HSA-1500931,reactome:Complex3723
R-HSA-1500931,reactome:Protein10932
R-HSA-1500931,reactome:Protein10933
R-HSA-1500931,reactome:PhysicalEntity894
R-HSA-1500931,reactome:Complex3841
R-HSA-1500931,reactome:Complex3840
R-HSA-1500931,reactome:Complex3839
R-HSA-1500931,reactome:Protein11046
R-HSA-1500931,reactome:Complex3857
R-HSA-1500931,reactome:Protein11043
R-HSA-1500931,reactome:SmallMolecule115
R-HSA-1500931,reactome:Complex3835
R-HSA-1500931,reactome:Complex3834
R-HSA-1500931,reactome:Protein11025
R-HSA-1500931,reactome:Protein11028
R-HSA-1500931,reactome:Complex3855
R-HSA-1500931,reactome:Complex3856
R-HSA-1500931,reactome:Protein11037
R-HSA-1500931,reactome:Protein11045
R-HSA-1500931,reactome:Protein11032
R-HSA-1500931,reactome:Complex33
R-HSA-1500931,reactome:Complex35
R-HSA-1500931,reactome:Protein92
R-HSA-1500931,reactome:Protein94
R-HSA-1500931,reactome:Protein93
R-HSA-1500931,reactome:Protein88
R-HSA-1500931,reactome:Protein90
R-HSA-1500931,reactome:Protein89
R-HSA-1500931,reactome:Protein91
R-HSA-1500931,reactome:Complex34
R-HSA-1500931,reactome:Protein84
R-HSA-1500931,reactome:Protein85
R-HSA-1500931,reactome:Protein81
R-HSA-1500931,reactome:Protein86
R-HSA-1500931,reactome:Protein82
R-HSA-1500931,reactome:Protein83
R-HSA-1500931,reactome:Protein87
R-HSA-1500931,reactome:Complex36
R-HSA-1500931,reactome:Complex37
R-HSA-1500931,reactome:Complex38
R-HSA-1500931,reactome:Complex39
R-HSA-1500931,reactome:Protein97
R-HSA-1500931,reactome:Protein96
R-HSA-1500931,reactome:Protein95
R-HSA-1500931,reactome:Complex40
R-HSA-1500931,reactome:Protein98
R-HSA-1500931,reactome:Complex41
R-HSA-1500931,reactome:Protein100
R-HSA-1500931,reactome:Protein99
R-HSA-1500931,reactome:Protein101
R-HSA-1500931,reactome:Protein102
R-HSA-1500931,reactome:Protein103
R-HSA-1500931,reactome:Complex42
R-HSA-1500931,reactome:Complex43
R-HSA-1500931,reactome:Complex44
R-HSA-1500931,reactome:Protein105
R-HSA-1500931,reactome:Protein106
R-HSA-1500931,reactome:Protein107
R-HSA-1500931,reactome:Protein104
R-HSA-1500931,reactome:Complex46
R-HSA-1500931,reactome:Protein111
R-HSA-1500931,reactome:Protein112
R-HSA-1500931,reactome:Complex45
R-HSA-1500931,reactome:Protein109
R-HSA-1500931,reactome:Protein108
R-HSA-1500931,reactome:Protein110
R-HSA-1500931,reactome:Protein11044
R-HSA-1500931,reactome:Protein11031
R-HSA-1500931,reactome:PhysicalEntity588
R-HSA-1500931,reactome:Complex3842
R-HSA-1500931,reactome:Complex3837
R-HSA-1500931,reactome:Complex3838
R-HSA-1500931,reactome:Complex3846
R-HSA-1500931,reactome:Protein11027
R-HSA-1500931,reactome:Complex3843
R-HSA-1500931,reactome:Complex3848
R-HSA-1500931,reactome:Complex3849
R-HSA-1500931,reactome:SmallMolecule110
R-HSA-1500931,reactome:Complex3850
R-HSA-1500931,reactome:Protein10991
R-HSA-1500931,reactome:Dna96
R-HSA-1500931,reactome:Rna156
R-HSA-1500931,reactome:Complex3800
R-HSA-1500931,reactome:Complex3794
R-HSA-1500931,reactome:Complex3795
R-HSA-1500931,reactome:Complex3797
R-HSA-1500931,reactome:Complex3801
R-HSA-1500931,reactome:Complex3803
R-HSA-1500931,reactome:Protein10446
R-HSA-1500931,reactome:Dna94
R-HSA-1500931,reactome:Protein10950
R-HSA-1500931,reactome:Complex3748
R-HSA-1500931,reactome:Protein10949
R-HSA-1500931,reactome:Protein10947
R-HSA-1500931,reactome:Protein10944
R-HSA-1500931,reactome:Protein10946
R-HSA-1500931,reactome:Protein10948
R-HSA-1500931,reactome:Protein2087
R-HSA-1500931,reactome:Protein10943
R-HSA-1500931,reactome:Complex3754
R-HSA-1500931,reactome:Complex3753
R-HSA-1500931,reactome:Complex3752
R-HSA-1500931,reactome:Protein10980
R-HSA-1500931,reactome:Complex3751
R-HSA-1500931,reactome:Protein8894
R-HSA-1500931,reactome:Protein10985
R-HSA-1500931,reactome:Protein10957
R-HSA-1500931,reactome:Protein8998
R-HSA-1500931,reactome:Protein10959
R-HSA-1500931,reactome:Protein10958
R-HSA-1500931,reactome:Protein10818
R-HSA-1500931,reactome:Protein10812
R-HSA-1500931,reactome:Protein9008
R-HSA-1500931,reactome:Protein10961
R-HSA-1500931,reactome:Complex3759
R-HSA-1500931,reactome:Complex3760
R-HSA-1500931,reactome:Protein10972
R-HSA-1500931,reactome:Protein10953
R-HSA-1500931,reactome:Complex3756
R-HSA-1500931,reactome:Protein10954
R-HSA-1500931,reactome:Protein10970
R-HSA-1500931,reactome:Protein10975
R-HSA-1500931,reactome:Protein10976
R-HSA-1500931,reactome:Complex3769
R-HSA-1500931,reactome:Complex3763
R-HSA-1500931,reactome:Protein10965
R-HSA-1500931,reactome:Complex3770
R-HSA-1500931,reactome:Complex3773
R-HSA-1500931,reactome:Protein10978
R-HSA-1500931,reactome:Protein10956
R-HSA-1500931,reactome:Protein10979
R-HSA-1500931,reactome:Protein10977
R-HSA-1500931,reactome:Protein10974
R-HSA-1500931,reactome:Protein10973
R-HSA-1500931,reactome:Protein10971
R-HSA-1500931,reactome:Protein10981
R-HSA-1500931,reactome:Complex3776
R-HSA-1500931,reactome:Protein10990
R-HSA-1500931,reactome:Protein10983
R-HSA-1500931,reactome:Protein10984
R-HSA-1500931,reactome:Complex3784
R-HSA-1500931,reactome:Complex3786
R-HSA-1500931,reactome:Complex3785
R-HSA-1500931,reactome:Complex3778
R-HSA-1500931,reactome:Protein10982
R-HSA-1500931,reactome:Complex3780
R-HSA-1500931,reactome:Complex3781
R-HSA-1500931,reactome:Complex3782
R-HSA-1500931,reactome:Complex3783
R-HSA-1500931,reactome:Complex3779
R-HSA-1500931,reactome:Protein10969
R-HSA-1500931,reactome:Protein11009
R-HSA-1500931,reactome:Protein11008
R-HSA-1500931,reactome:Complex3829
R-HSA-1500931,reactome:Complex3830
R-HSA-1500931,reactome:Protein2527
R-HSA-1500931,reactome:Complex3828
R-HSA-1500931,reactome:Complex3808
R-HSA-1500931,reactome:Complex3807
R-HSA-1500931,reactome:Complex3824
R-HSA-1500931,reactome:Complex3823
R-HSA-1500931,reactome:Protein7922
R-HSA-1500931,reactome:Protein7921
R-HSA-1500931,reactome:Complex3814
R-HSA-1500931,reactome:Complex3815
R-HSA-1500931,reactome:Complex3816
R-HSA-1500931,reactome:Complex3812
R-HSA-1500931,reactome:Complex3820
R-HSA-1500931,reactome:Complex3818
R-HSA-1500931,reactome:Complex3134
R-HSA-1500931,reactome:Complex2925
R-HSA-1500931,reactome:Protein7299
R-HSA-1500931,reactome:Protein7914
R-HSA-1500931,reactome:Protein7293
R-HSA-1500931,reactome:Complex2923
R-HSA-1500931,reactome:Protein7910
R-HSA-1500931,reactome:Protein7292
R-HSA-1500931,reactome:Complex2924
R-HSA-1500931,reactome:Protein7911
R-HSA-1500931,reactome:Protein7913
R-HSA-1500931,reactome:Protein7912
R-HSA-1500931,reactome:Protein8181
R-HSA-1500931,reactome:Complex3827
R-HSA-1500931,reactome:Complex3826
R-HSA-1500931,reactome:Protein11066
R-HSA-1500931,reactome:Protein11062
R-HSA-1500931,reactome:Dna100
R-HSA-1500931,reactome:Protein11065
R-HSA-1500931,reactome:Protein11067
R-HSA-1500931,reactome:Protein11064
R-HSA-1500931,reactome:Complex3888
R-HSA-1500931,reactome:Protein10915
R-HSA-1500931,reactome:Protein10929
R-HSA-1500931,reactome:Protein11057
R-HSA-1500931,reactome:Complex3891
R-HSA-1500931,reactome:Complex3892
R-HSA-1500931,reactome:Complex3897
R-HSA-1500931,reactome:Complex3890
R-HSA-1500931,reactome:Protein10924
R-HSA-1500931,reactome:Complex3899
R-HSA-1500931,reactome:Protein10919
R-HSA-1500931,reactome:Complex3901
R-HSA-1500931,reactome:Complex3889
R-HSA-1500931,reactome:Protein11063
R-HSA-1500931,reactome:Protein11055
R-HSA-1500931,reactome:Dna99
R-HSA-1500931,reactome:Complex3872
R-HSA-1500931,reactome:Complex3873
R-HSA-1500931,reactome:Protein11056
R-HSA-1500931,reactome:Protein11051
R-HSA-1500931,reactome:Complex3868
R-HSA-1500931,reactome:Protein11052
R-HSA-1500931,reactome:Protein11053
R-HSA-1500931,reactome:Protein11054
R-HSA-1500931,reactome:Complex3864
R-HSA-1500931,reactome:Complex3878
R-HSA-1500931,reactome:Complex3876
R-HSA-1500931,reactome:Complex3875
R-HSA-1500931,reactome:Rna170
R-HSA-1500931,reactome:Complex3882
R-HSA-1500931,reactome:Complex3884
R-HSA-1500931,reactome:Complex3881
R-HSA-1500931,reactome:Protein11090
R-HSA-1500931,reactome:Protein11117
R-HSA-1500931,reactome:Protein11112
R-HSA-1500931,reactome:Protein11116
R-HSA-1500931,reactome:Protein7215
R-HSA-1500931,reactome:Complex3909
R-HSA-1500931,reactome:Protein11118
R-HSA-1500931,reactome:Protein11122
R-HSA-1500931,reactome:Protein11123
R-HSA-1500931,reactome:Protein11126
R-HSA-1500931,reactome:Protein11124
R-HSA-1500931,reactome:Protein11125
R-HSA-1500931,reactome:Complex3912
R-HSA-1500931,reactome:Protein11127
R-HSA-1500931,reactome:Protein11128
R-HSA-1500931,reactome:Protein11167
R-HSA-1500931,reactome:Protein11169
R-HSA-1500931,reactome:Complex3941
R-HSA-1500931,reactome:Complex3945
R-HSA-1500931,reactome:Protein11172
R-HSA-1500931,reactome:Complex3946
R-HSA-1500931,reactome:Complex3947
R-HSA-1500931,reactome:Protein11173
R-HSA-1500931,reactome:Protein11168
R-HSA-1500931,reactome:Protein11177
R-HSA-1500931,reactome:Protein11179
R-HSA-1500931,reactome:Protein11178
R-HSA-1500931,reactome:Complex3951
R-HSA-1500931,reactome:Complex3952
R-HSA-1500931,reactome:Complex3942
R-HSA-1500931,reactome:Protein6534
R-HSA-1500931,reactome:Protein11174
R-HSA-1500931,reactome:PhysicalEntity901
R-HSA-1500931,reactome:PhysicalEntity902
R-HSA-1500931,reactome:Complex3948
R-HSA-1500931,reactome:Protein3016
R-HSA-1500931,reactome:Protein2935
R-HSA-1500931,reactome:Protein11153
R-HSA-1500931,reactome:Protein7222
R-HSA-1500931,reactome:Complex3932
R-HSA-1500931,reactome:Protein11157
R-HSA-1500931,reactome:Protein11163
R-HSA-1500931,reactome:Protein11162
R-HSA-1500931,reactome:Protein11152
R-HSA-1500931,reactome:PhysicalEntity898
R-HSA-1500931,reactome:Protein11160
R-HSA-1500931,reactome:Complex3934
R-HSA-1500931,reactome:Protein11161
R-HSA-1500931,reactome:Protein11166
R-HSA-1500931,reactome:Protein11165
R-HSA-1500931,reactome:Protein11164
R-HSA-936964,reactome:Complex4935
R-HSA-936964,reactome:Protein12750
R-HSA-936964,reactome:Complex12124
R-HSA-936964,reactome:Complex12122
R-HSA-936964,reactome:Complex12080
R-HSA-936964,reactome:Protein27184
R-HSA-936964,reactome:Complex12081
R-HSA-936964,reactome:Complex12082
R-HSA-936964,reactome:Complex12083
R-HSA-936964,reactome:Protein27215
R-HSA-936964,reactome:Protein27216
R-HSA-936964,reactome:Protein27214
R-HSA-936964,reactome:SmallMolecule4985
R-HSA-936964,reactome:Protein27213
R-HSA-936964,reactome:Protein9501
R-HSA-936964,reactome:Protein27187
R-HSA-936964,
R-HSA-936964,reactome:Complex4936
R-HSA-936964,reactome:Protein12751
R-HSA-936964,reactome:Complex10935
R-HSA-936964,reactome:Protein17261
R-HSA-936964,reactome:Complex8302
R-HSA-936964,reactome:Protein17227
R-HSA-936964,reactome:Complex12127
R-HSA-936964,reactome:Protein17224
R-HSA-936964,reactome:Complex10976
R-HSA-936964,reactome:Complex10975
R-HSA-936964,reactome:Protein9479
R-HSA-936964,reactome:Complex12126
R-HSA-936964,reactome:Complex12128
R-HSA-936964,reactome:Protein27188
R-HSA-936964,reactome:Complex12130
R-HSA-936964,reactome:Complex12032
R-HSA-936964,reactome:Protein27191
R-HSA-936964,reactome:Complex12034
R-HSA-936964,reactome:Protein27192
R-HSA-936964,reactome:Protein27186
R-HSA-936964,reactome:Protein27185
R-HSA-936964,reactome:Complex10979
R-HSA-936964,reactome:Complex10978
R-HSA-381070,
R-HSA-381070,reactome:SmallMolecule1296
R-HSA-381070,reactome:Complex4874
R-HSA-381070,reactome:Protein12610
R-HSA-381070,reactome:Protein11626
R-HSA-381070,reactome:Protein12609
R-HSA-381070,reactome:PhysicalEntity755
R-HSA-381070,reactome:Protein12601
R-HSA-399710,
R-HSA-399710,reactome:SmallMolecule425
R-HSA-399710,reactome:Complex16848
R-HSA-399710,reactome:Complex16850
R-HSA-399710,reactome:Complex16849
R-HSA-399710,reactome:Complex16859
R-HSA-399710,reactome:Complex16858
R-HSA-399710,reactome:Complex16860
R-HSA-399710,reactome:Complex16857
R-HSA-5655332,
R-HSA-5655332,reactome:Complex8654
R-HSA-5655332,reactome:Complex8652
R-HSA-5655332,reactome:Complex8677
R-HSA-5655332,reactome:Complex8676
R-HSA-5655332,reactome:Complex8644
R-HSA-5655332,reactome:Complex8640
R-HSA-5655332,reactome:Complex8653
R-HSA-5655332,reactome:Complex8679
R-HSA-5655332,reactome:Complex8650
R-HSA-5655332,reactome:Complex8646
R-HSA-5655332,reactome:Complex8680
R-HSA-5655332,reactome:Complex8664
R-HSA-5655332,reactome:Complex8663
R-HSA-5655332,reactome:Complex8662
R-HSA-5655332,reactome:Complex8686
R-HSA-5655332,reactome:Complex8684
R-HSA-5655332,reactome:Complex8682
R-HSA-5655332,reactome:Complex8685
R-HSA-5655332,reactome:Complex8683
R-HSA-5655332,reactome:Complex8687
R-HSA-5655332,reactome:Complex8690
R-HSA-5655332,reactome:Complex8693
